icd_code,long_title,frequency
E309,"Disorder of puberty, unspecified",4
87352,"Open wound of forehead, complicated",4
N904,Leukoplakia of vulva,4
S61210D,"Laceration without foreign body of right index finger without damage to nail, subsequent encounter",4
6264,Irregular menstrual cycle,4
V0199XA,"Pedestrian with other conveyance injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident, initial encounter",4
S63616A,"Unspecified sprain of right little finger, initial encounter",4
N836,Hematosalpinx,4
S62354A,"Nondisplaced fracture of shaft of fourth metacarpal bone, right hand, initial encounter for closed fracture",4
S62337A,"Displaced fracture of neck of fifth metacarpal bone, left hand, initial encounter for closed fracture",4
35921,Myotonic muscular dystrophy,4
T79A22A,"Traumatic compartment syndrome of left lower extremity, initial encounter",4
T79A12A,"Traumatic compartment syndrome of left upper extremity, initial encounter",4
D171,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,4
J219,"Acute bronchiolitis, unspecified",4
T8143XA,"Infection following a procedure, organ and space surgical site, initial encounter",4
T8119XA,"Other postprocedural shock, initial encounter",4
36000,"Purulent endophthalmitis, unspecified",4
2862,Congenital factor XI deficiency,4
S62327A,"Displaced fracture of shaft of fifth metacarpal bone, left hand, initial encounter for closed fracture",4
I721,Aneurysm of artery of upper extremity,4
E0049,"Other activity involving climbing, rappelling and jumping off",4
E786,Lipoprotein deficiency,4
3249,Intracranial and intraspinal abscess of unspecified site,4
T41295A,"Adverse effect of other general anesthetics, initial encounter",4
V015,Contact with or exposure to rabies,4
T41291A,"Poisoning by other general anesthetics, accidental (unintentional), initial encounter",4
T881XXA,"Other complications following immunization, not elsewhere classified, initial encounter",4
W1781XA,"Fall down embankment (hill), initial encounter",4
87362,"Open wound of gum (alveolar process), without mention of complication",4
K4031,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent",4
K319,"Disease of stomach and duodenum, unspecified",4
T82514A,"Breakdown (mechanical) of infusion catheter, initial encounter",4
M96841,Postprocedural hematoma of a musculoskeletal structure following other procedure,4
T82191A,"Other mechanical complication of cardiac pulse generator (battery), initial encounter",4
37289,Other disorders of conjunctiva,4
T8182XA,"Emphysema (subcutaneous) resulting from a procedure, initial encounter",4
T85890A,"Other specified complication of nervous system prosthetic devices, implants and grafts, initial encounter",4
33722,Reflex sympathetic dystrophy of the lower limb,4
S61216D,"Laceration without foreign body of right little finger without damage to nail, subsequent encounter",4
33381,Blepharospasm,4
9155,"Insect bite, nonvenomous of finger(s), infected",4
D8940,"Mast cell activation, unspecified",4
N359,"Urethral stricture, unspecified",4
I726,Aneurysm of vertebral artery,4
M96840,Postprocedural hematoma of a musculoskeletal structure following a musculoskeletal system procedure,4
D252,Subserosal leiomyoma of uterus,4
M96831,Postprocedural hemorrhage of a musculoskeletal structure following other procedure,4
J0300,"Acute streptococcal tonsillitis, unspecified",4
2879,Unspecified hemorrhagic conditions,4
D497,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system,4
34982,Toxic encephalopathy,4
3484,Compression of brain,4
N99518,Other cystostomy complication,4
S62320A,"Displaced fracture of shaft of second metacarpal bone, right hand, initial encounter for closed fracture",4
S61237A,"Puncture wound without foreign body of left little finger without damage to nail, initial encounter",4
H748X1,Other specified disorders of right middle ear and mastoid,4
94128,"Blisters, epidermal loss [second degree] of neck",4
C139,"Malignant neoplasm of hypopharynx, unspecified",4
O30001,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",4
2872,Other nonthrombocytopenic purpuras,4
3331,Essential and other specified forms of tremor,4
S62312A,"Displaced fracture of base of third metacarpal bone, right hand, initial encounter for closed fracture",4
2870,Allergic purpura,4
2866,Defibrination syndrome,4
N358,Other urethral stricture,4
I9789,"Other postprocedural complications and disorders of the circulatory system, not elsewhere classified",4
I97638,Postprocedural hematoma of a circulatory system organ or structure following other circulatory system procedure,4
6143,Acute parametritis and pelvic cellulitis,4
S61256A,"Open bite of right little finger without damage to nail, initial encounter",4
C109,"Malignant neoplasm of oropharynx, unspecified",4
2738,Other disorders of plasma protein metabolism,4
S62645A,"Nondisplaced fracture of proximal phalanx of left ring finger, initial encounter for closed fracture",4
D7812,Accidental puncture and laceration of the spleen during other procedure,4
D751,Secondary polycythemia,4
C641,"Malignant neoplasm of right kidney, except renal pelvis",4
2733,Macroglobulinemia,4
T82858A,"Stenosis of other vascular prosthetic devices, implants and grafts, initial encounter",4
T43022A,"Poisoning by tetracyclic antidepressants, intentional self-harm, initial encounter",4
O030,Genital tract and pelvic infection following incomplete spontaneous abortion,4
O001,Tubal pregnancy,4
5992,Urethral diverticulum,4
5970,Urethral abscess,4
81402,Closed fracture of lunate [semilunar] bone of wrist,4
D539,"Nutritional anemia, unspecified",4
T428X2A,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, initial encounter",4
H938X3,"Other specified disorders of ear, bilateral",4
6100,Solitary cyst of breast,4
6171,Endometriosis of ovary,4
V4960XA,"Unspecified car occupant injured in collision with unspecified motor vehicles in traffic accident, initial encounter",4
T85694A,"Other mechanical complication of insulin pump, initial encounter",4
D721,Eosinophilia,4
I82402,Acute embolism and thrombosis of unspecified deep veins of left lower extremity,4
H9209,"Otalgia, unspecified ear",4
K743,Primary biliary cirrhosis,4
H918X1,"Other specified hearing loss, right ear",4
S62115A,"Nondisplaced fracture of triquetrum [cuneiform] bone, left wrist, initial encounter for closed fracture",4
H905,Unspecified sensorineural hearing loss,4
S62102A,"Fracture of unspecified carpal bone, left wrist, initial encounter for closed fracture",4
S61552A,"Open bite of left wrist, initial encounter",4
K7210,Chronic hepatic failure without coma,4
I8511,Secondary esophageal varices with bleeding,4
34500,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy",4
V480XXA,"Car driver injured in noncollision transport accident in nontraffic accident, initial encounter",4
V4712XA,"Passenger of other type car injured in collision with fixed or stationary object in nontraffic accident, initial encounter",4
T83511A,"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",4
D619,"Aplastic anemia, unspecified",4
D689,"Coagulation defect, unspecified",4
D6862,Lupus anticoagulant syndrome,4
8489,Unspecified site of sprain and strain,4
81610,"Open fracture of phalanx or phalanges of hand, unspecified",4
I82612,Acute embolism and thrombosis of superficial veins of left upper extremity,4
I82512,Chronic embolism and thrombosis of left femoral vein,4
O24112,"Pre-existing type 2 diabetes mellitus, in pregnancy, second trimester",4
S61402A,"Unspecified open wound of left hand, initial encounter",4
O24012,"Pre-existing type 1 diabetes mellitus, in pregnancy, second trimester",4
H3322,"Serous retinal detachment, left eye",4
O2302,"Infections of kidney in pregnancy, second trimester",4
O2243,"Hemorrhoids in pregnancy, third trimester",4
81512,Open fracture of base of other metacarpal bone(s),4
82110,Open fracture of unspecified part of femur,4
38031,Hematoma of auricle or pinna,4
01190,"Pulmonary tuberculosis, unspecified, unspecified",4
M25411,"Effusion, right shoulder",4
64683,"Other specified complications of pregnancy, antepartum condition or complication",4
S14109A,"Unspecified injury at unspecified level of cervical spinal cord, initial encounter",4
Z91120,Patient's intentional underdosing of medication regimen due to financial hardship,4
Z905,Acquired absence of kidney,4
Z89511,Acquired absence of right leg below knee,4
S52692B,"Other fracture of lower end of left ulna, initial encounter for open fracture type I or II",4
F10929,"Alcohol use, unspecified with intoxication, unspecified",4
05443,Herpes simplex disciform keratitis,4
0542,Herpetic gingivostomatitis,4
R0489,Hemorrhage from other sites in respiratory passages,4
E9805,"Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted",4
H53461,"Homonymous bilateral field defects, right side",4
34280,Other specified hemiplegia and hemiparesis affecting unspecified side,4
H9221,"Otorrhagia, right ear",4
V638,Other specified reasons for unavailability of medical facilities,4
N398,Other specified disorders of urinary system,4
N39490,Overflow incontinence,4
86801,"Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland",4
S61412S,"Laceration without foreign body of left hand, sequela",4
S61412D,"Laceration without foreign body of left hand, subsequent encounter",4
D599,"Acquired hemolytic anemia, unspecified",4
N3941,Urge incontinence,4
S52092A,"Other fracture of upper end of left ulna, initial encounter for closed fracture",4
T84043A,"Periprosthetic fracture around internal prosthetic left knee joint, initial encounter",4
46450,"Supraglottitis unspecified, without obstruction",4
9101,"Abrasion or friction burn of face, neck, and scalp except eye, infected",4
45621,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",4
0074,Cryptosporidiosis,3
S14154A,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter",3
01720,"Tuberculosis of peripheral lymph nodes, unspecified",3
04111,Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,3
04186,Helicobacter pylori [H. pylori],3
0530,Herpes zoster with meningitis,3
Z9861,Coronary angioplasty status,3
Z85528,Personal history of other malignant neoplasm of kidney,3
460,Acute nasopharyngitis [common cold],3
S82845A,"Nondisplaced bimalleolar fracture of left lower leg, initial encounter for closed fracture",3
0709,Unspecified viral hepatitis without mention of hepatic coma,3
07071,Unspecified viral hepatitis C with hepatic coma,3
F1390,"Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated",3
F1220,"Cannabis dependence, uncomplicated",3
Z79899,Other long term (current) drug therapy,3
Z7952,Long term (current) use of systemic steroids,3
E9683,Assault by hot liquid,3
S12201A,"Unspecified nondisplaced fracture of third cervical vertebra, initial encounter for closed fracture",3
